accident_year,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,road_type,speed_limit,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,daytime,month,season,IMD_Decile,IncScore,EmpScore,HDDScore,EduScore,CriScore,EnvScore,is_grave_accident
2018,1,2,1,3,6,20,4,1,1,1,evening (19-23),7,Summer,3,0.251,0.122,0.207,17.025,0.779,34.485,No
2017,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),3,Spring,3,0.251,0.122,0.207,17.025,0.779,34.485,No
2017,1,3,1,2,6,20,4,8,2,1,afternoon rush (16-19),11,Autumn,3,0.251,0.122,0.207,17.025,0.779,34.485,No
2018,1,2,1,5,6,30,1,1,1,1,evening (19-23),6,Summer,5,0.104,0.089,0.046,5.771,0.517,23.576,No
2018,1,2,1,6,6,40,1,1,1,1,morning rush (7-10),10,Autumn,5,0.104,0.089,0.046,5.771,0.517,23.576,No
2020,1,2,1,6,6,30,4,8,1,1,evening (19-23),9,Autumn,5,0.104,0.089,0.046,5.771,0.517,23.576,No
2018,1,2,1,5,6,30,1,1,1,1,morning rush (7-10),6,Summer,5,0.086,0.069,-0.217,6.279,-0.05,43.199,No
2020,2,2,2,4,6,30,1,1,1,1,night (23-7),4,Spring,5,0.086,0.069,-0.217,6.279,-0.05,43.199,Yes
2018,1,2,1,6,3,20,1,1,1,1,morning rush (7-10),6,Summer,4,0.149,0.104,-0.128,8.931,0.335,41.216,No
2018,1,2,1,2,6,30,1,1,1,1,office hours (10-16),7,Summer,4,0.149,0.104,-0.128,8.931,0.335,41.216,No
2018,1,2,1,2,6,30,4,1,1,1,evening (19-23),9,Autumn,4,0.149,0.104,-0.128,8.931,0.335,41.216,No
2018,1,2,1,5,6,20,1,1,2,1,office hours (10-16),11,Autumn,4,0.149,0.104,-0.128,8.931,0.335,41.216,No
2017,1,2,1,4,6,30,4,1,1,1,afternoon rush (16-19),1,Winter,4,0.149,0.104,-0.128,8.931,0.335,41.216,No
2017,1,2,1,6,6,30,1,1,1,1,office hours (10-16),4,Spring,4,0.149,0.104,-0.128,8.931,0.335,41.216,No
2018,1,2,1,6,6,20,1,1,2,1,office hours (10-16),6,Summer,8,0.023,0.032,-1.576,1.617,0.983,31.659,No
2019,1,3,1,1,6,30,1,1,1,1,office hours (10-16),3,Spring,8,0.023,0.032,-1.576,1.617,0.983,31.659,No
2019,1,2,1,5,6,20,1,1,2,1,night (23-7),8,Summer,8,0.023,0.032,-1.576,1.617,0.983,31.659,No
2019,1,2,1,4,6,20,1,1,2,1,morning rush (7-10),9,Autumn,8,0.023,0.032,-1.576,1.617,0.983,31.659,No
2020,1,2,1,6,6,20,1,1,1,1,evening (19-23),7,Summer,8,0.023,0.032,-1.576,1.617,0.983,31.659,No
2020,1,2,1,2,6,30,1,1,1,1,office hours (10-16),10,Autumn,8,0.023,0.032,-1.576,1.617,0.983,31.659,No
2017,1,2,1,4,6,30,1,9,9,1,afternoon rush (16-19),10,Autumn,8,0.023,0.032,-1.576,1.617,0.983,31.659,No
2017,1,2,1,6,6,20,1,1,2,1,morning rush (7-10),11,Autumn,8,0.023,0.032,-1.576,1.617,0.983,31.659,No
2018,1,2,1,6,3,30,1,1,1,1,morning rush (7-10),6,Summer,2,0.277,0.147,0.009,28.321,1.028,48.773,No
2018,2,2,1,6,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,8,0.068,0.053,-0.655,3.379,-0.351,20.578,Yes
2018,1,2,1,4,6,30,1,1,1,1,morning rush (7-10),7,Summer,8,0.068,0.053,-0.655,3.379,-0.351,20.578,No
2018,1,2,1,7,6,30,1,1,1,1,morning rush (7-10),10,Autumn,8,0.068,0.053,-0.655,3.379,-0.351,20.578,No
2019,1,2,1,4,1,30,1,1,1,1,office hours (10-16),2,Winter,8,0.068,0.053,-0.655,3.379,-0.351,20.578,No
2017,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,8,0.068,0.053,-0.655,3.379,-0.351,20.578,No
2018,2,2,1,6,9,50,1,1,1,1,morning rush (7-10),6,Summer,6,0.116,0.077,-1.209,5.608,0.195,29.859,Yes
2018,1,1,1,4,6,30,1,1,1,1,morning rush (7-10),10,Autumn,6,0.116,0.077,-1.209,5.608,0.195,29.859,No
2018,2,2,2,6,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,2,0.216,0.125,0.243,22.219,1.237,33.187,Yes
2018,1,1,1,5,6,30,1,1,1,1,morning rush (7-10),6,Summer,2,0.216,0.125,0.243,22.219,1.237,33.187,No
2018,1,2,1,6,6,20,1,1,1,1,morning rush (7-10),7,Summer,2,0.216,0.125,0.243,22.219,1.237,33.187,No
2018,1,2,1,1,6,30,4,1,1,1,evening (19-23),9,Autumn,2,0.216,0.125,0.243,22.219,1.237,33.187,No
2018,1,2,1,6,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,4,0.103,0.059,-0.411,5.093,1.029,52.014,No
2018,2,2,2,1,3,30,1,1,1,1,afternoon rush (16-19),9,Autumn,4,0.103,0.059,-0.411,5.093,1.029,52.014,Yes
2018,1,2,1,3,6,30,1,1,1,1,office hours (10-16),10,Autumn,4,0.103,0.059,-0.411,5.093,1.029,52.014,No
2019,1,2,1,6,6,30,1,1,2,1,office hours (10-16),1,Winter,4,0.103,0.059,-0.411,5.093,1.029,52.014,No
2019,1,2,1,3,6,30,1,1,2,1,afternoon rush (16-19),4,Spring,4,0.103,0.059,-0.411,5.093,1.029,52.014,No
2019,2,2,1,5,3,30,1,1,1,1,morning rush (7-10),4,Spring,4,0.103,0.059,-0.411,5.093,1.029,52.014,Yes
2019,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,4,0.103,0.059,-0.411,5.093,1.029,52.014,No
2019,2,2,1,5,6,20,1,1,1,1,night (23-7),8,Summer,4,0.103,0.059,-0.411,5.093,1.029,52.014,Yes
2019,1,2,2,6,6,30,1,1,1,1,morning rush (7-10),9,Autumn,4,0.103,0.059,-0.411,5.093,1.029,52.014,No
2020,1,1,1,5,6,20,1,1,2,1,office hours (10-16),1,Winter,4,0.103,0.059,-0.411,5.093,1.029,52.014,No
2020,1,2,1,5,6,20,1,1,1,1,afternoon rush (16-19),6,Summer,4,0.103,0.059,-0.411,5.093,1.029,52.014,No
2020,1,2,1,4,6,20,1,1,1,1,morning rush (7-10),6,Summer,4,0.103,0.059,-0.411,5.093,1.029,52.014,No
2020,2,2,1,4,6,20,1,1,1,1,afternoon rush (16-19),8,Summer,4,0.103,0.059,-0.411,5.093,1.029,52.014,Yes
2020,1,2,1,7,6,20,1,1,1,1,morning rush (7-10),9,Autumn,4,0.103,0.059,-0.411,5.093,1.029,52.014,No
2020,1,2,1,7,3,20,1,1,1,1,night (23-7),10,Autumn,4,0.103,0.059,-0.411,5.093,1.029,52.014,No
2020,1,1,1,2,6,20,4,1,1,1,afternoon rush (16-19),11,Autumn,4,0.103,0.059,-0.411,5.093,1.029,52.014,No
2020,1,2,1,7,3,20,4,1,1,1,afternoon rush (16-19),12,Winter,4,0.103,0.059,-0.411,5.093,1.029,52.014,No
2018,1,2,1,7,2,30,1,8,1,1,office hours (10-16),6,Summer,3,0.202,0.104,0.314,19.536,0.895,26.301,No
2020,1,2,1,7,6,20,4,2,2,1,evening (19-23),10,Autumn,3,0.202,0.104,0.314,19.536,0.895,26.301,No
2017,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),5,Spring,3,0.202,0.104,0.314,19.536,0.895,26.301,No
2017,1,2,1,1,6,20,1,1,1,1,afternoon rush (16-19),10,Autumn,3,0.202,0.104,0.314,19.536,0.895,26.301,No
2018,2,4,2,7,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,7,0.093,0.079,-0.666,7.351,-0.314,26.312,Yes
2018,1,2,1,1,6,30,4,1,1,1,night (23-7),6,Summer,6,0.1,0.067,-0.023,10.031,-0.582,12.562,No
2018,1,2,1,1,6,30,1,1,1,1,office hours (10-16),6,Summer,7,0.05,0.048,-0.908,5.758,0.934,13.276,No
2018,1,2,1,1,1,30,1,1,1,1,morning rush (7-10),10,Autumn,7,0.05,0.048,-0.908,5.758,0.934,13.276,No
2018,1,2,1,6,3,40,4,8,1,1,evening (19-23),10,Autumn,7,0.05,0.048,-0.908,5.758,0.934,13.276,No
2017,1,2,1,3,6,30,4,1,1,1,afternoon rush (16-19),1,Winter,7,0.05,0.048,-0.908,5.758,0.934,13.276,No
2018,1,2,1,2,3,30,4,1,1,1,night (23-7),6,Summer,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2018,1,2,1,7,3,20,1,1,1,1,evening (19-23),7,Summer,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2018,1,2,1,2,3,30,1,1,1,1,morning rush (7-10),8,Summer,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2018,1,2,1,2,1,30,1,1,1,1,morning rush (7-10),8,Summer,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2018,1,1,1,6,6,30,1,1,1,1,afternoon rush (16-19),9,Autumn,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2019,1,1,1,6,6,30,4,5,2,1,afternoon rush (16-19),2,Winter,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2019,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),5,Spring,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2019,2,1,2,2,3,30,1,1,1,1,afternoon rush (16-19),8,Summer,1,0.28,0.145,0.941,13.807,1.77,69.793,Yes
2019,1,2,1,5,6,20,1,1,1,1,afternoon rush (16-19),8,Summer,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2019,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2019,2,2,1,6,3,30,4,1,2,1,evening (19-23),10,Autumn,1,0.28,0.145,0.941,13.807,1.77,69.793,Yes
2020,1,2,1,6,9,30,1,9,9,1,morning rush (7-10),6,Summer,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2020,1,2,1,4,3,40,7,1,1,1,evening (19-23),9,Autumn,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2020,1,1,1,5,2,30,1,1,1,1,afternoon rush (16-19),9,Autumn,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2020,1,2,1,3,9,20,7,2,2,1,afternoon rush (16-19),10,Autumn,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2020,1,2,1,4,1,20,1,8,2,1,morning rush (7-10),10,Autumn,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2020,1,2,1,6,6,30,7,1,2,1,evening (19-23),10,Autumn,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2020,2,2,1,1,3,30,4,1,1,1,evening (19-23),11,Autumn,1,0.28,0.145,0.941,13.807,1.77,69.793,Yes
2020,2,2,1,5,3,30,4,1,1,1,evening (19-23),11,Autumn,1,0.28,0.145,0.941,13.807,1.77,69.793,Yes
2017,1,2,1,3,1,30,1,1,1,1,office hours (10-16),5,Spring,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2017,1,2,1,3,3,30,4,1,1,1,evening (19-23),10,Autumn,1,0.28,0.145,0.941,13.807,1.77,69.793,No
2017,2,1,1,5,6,20,4,1,1,1,afternoon rush (16-19),11,Autumn,1,0.28,0.145,0.941,13.807,1.77,69.793,Yes
2018,1,2,1,2,6,30,1,1,1,1,morning rush (7-10),6,Summer,10,0.038,0.028,-2.043,0.891,-0.548,15.881,No
2020,1,2,1,1,6,30,4,1,1,1,evening (19-23),1,Winter,10,0.038,0.028,-2.043,0.891,-0.548,15.881,No
2017,1,2,1,1,2,30,1,1,1,1,morning rush (7-10),8,Summer,10,0.038,0.028,-2.043,0.891,-0.548,15.881,No
2018,1,2,1,6,6,30,1,1,1,1,evening (19-23),6,Summer,4,0.17,0.111,0.07,34.185,0.592,21.911,No
2018,1,2,1,2,6,20,1,1,1,1,afternoon rush (16-19),6,Summer,4,0.193,0.115,0.027,7.823,-0.1,22.796,No
2018,1,2,1,3,2,20,1,1,1,1,office hours (10-16),6,Summer,4,0.193,0.115,0.027,7.823,-0.1,22.796,No
2018,3,2,1,2,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,9,0.057,0.041,-1.294,12.618,-0.108,14.053,Yes
2017,1,2,1,4,6,30,1,1,2,1,office hours (10-16),10,Autumn,9,0.057,0.041,-1.294,12.618,-0.108,14.053,No
2018,1,3,1,2,3,30,1,1,1,1,afternoon rush (16-19),6,Summer,9,0.063,0.046,-1.758,0.634,0.153,23.85,No
2019,1,2,1,3,6,30,1,1,1,1,evening (19-23),3,Spring,9,0.063,0.046,-1.758,0.634,0.153,23.85,No
2019,1,2,1,3,6,30,1,2,2,1,afternoon rush (16-19),6,Summer,9,0.063,0.046,-1.758,0.634,0.153,23.85,No
2020,1,2,1,7,6,20,1,1,1,1,office hours (10-16),7,Summer,9,0.063,0.046,-1.758,0.634,0.153,23.85,No
2020,1,2,1,4,6,30,1,1,1,1,morning rush (7-10),8,Summer,9,0.063,0.046,-1.758,0.634,0.153,23.85,No
2017,1,2,1,6,6,30,4,2,2,1,morning rush (7-10),2,Winter,9,0.063,0.046,-1.758,0.634,0.153,23.85,No
2017,1,2,1,4,6,30,1,2,2,1,morning rush (7-10),5,Spring,9,0.063,0.046,-1.758,0.634,0.153,23.85,No
2017,1,2,1,5,6,30,1,1,1,1,morning rush (7-10),11,Autumn,9,0.063,0.046,-1.758,0.634,0.153,23.85,No
2018,1,2,1,2,6,30,1,1,1,1,office hours (10-16),6,Summer,6,0.078,0.063,-0.734,11.661,0.846,21.85,No
2019,1,1,1,6,6,20,1,1,1,1,office hours (10-16),11,Autumn,6,0.078,0.063,-0.734,11.661,0.846,21.85,No
2018,1,2,1,2,6,30,1,1,1,1,evening (19-23),6,Summer,6,0.129,0.078,-0.497,11.564,0.562,26.835,No
2017,1,2,1,2,1,30,4,1,1,1,afternoon rush (16-19),3,Spring,6,0.129,0.078,-0.497,11.564,0.562,26.835,No
2018,1,2,1,2,6,30,5,1,1,1,evening (19-23),6,Summer,2,0.25,0.142,0.177,28.083,-0.032,36.691,No
2018,1,2,1,3,2,40,1,1,1,1,morning rush (7-10),6,Summer,7,0.061,0.046,-0.258,2.631,0.422,42.017,No
2018,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,7,0.061,0.046,-0.258,2.631,0.422,42.017,No
2018,1,2,1,3,6,20,4,1,1,1,evening (19-23),8,Summer,7,0.061,0.046,-0.258,2.631,0.422,42.017,No
2018,1,2,1,5,3,30,1,1,1,1,afternoon rush (16-19),9,Autumn,7,0.061,0.046,-0.258,2.631,0.422,42.017,No
2019,1,2,1,3,6,30,1,1,2,1,morning rush (7-10),4,Spring,7,0.061,0.046,-0.258,2.631,0.422,42.017,No
2019,2,2,1,5,6,30,1,1,1,1,office hours (10-16),6,Summer,7,0.061,0.046,-0.258,2.631,0.422,42.017,Yes
2019,1,2,1,4,6,30,1,2,2,1,morning rush (7-10),5,Spring,7,0.061,0.046,-0.258,2.631,0.422,42.017,No
2020,1,2,1,4,3,30,1,1,1,1,night (23-7),8,Summer,7,0.061,0.046,-0.258,2.631,0.422,42.017,No
2020,1,2,1,6,6,30,1,1,1,1,office hours (10-16),9,Autumn,7,0.061,0.046,-0.258,2.631,0.422,42.017,No
2020,1,2,1,6,6,20,1,5,2,1,morning rush (7-10),10,Autumn,7,0.061,0.046,-0.258,2.631,0.422,42.017,No
2020,2,2,1,3,9,20,1,1,1,1,morning rush (7-10),10,Autumn,7,0.061,0.046,-0.258,2.631,0.422,42.017,Yes
2017,2,1,1,5,6,20,1,1,1,1,morning rush (7-10),3,Spring,7,0.061,0.046,-0.258,2.631,0.422,42.017,Yes
2017,1,2,1,6,6,20,1,1,2,1,office hours (10-16),5,Spring,7,0.061,0.046,-0.258,2.631,0.422,42.017,No
2017,1,1,1,5,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,7,0.061,0.046,-0.258,2.631,0.422,42.017,No
2017,1,2,1,3,3,30,1,1,1,1,office hours (10-16),12,Winter,7,0.061,0.046,-0.258,2.631,0.422,42.017,No
2018,1,2,1,3,6,30,1,8,1,1,office hours (10-16),6,Summer,2,0.281,0.18,0.281,33.238,1.189,32.612,No
2018,1,2,1,3,9,20,1,1,1,1,afternoon rush (16-19),7,Summer,2,0.281,0.18,0.281,33.238,1.189,32.612,No
2018,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),9,Autumn,2,0.281,0.18,0.281,33.238,1.189,32.612,No
2020,1,2,1,3,6,30,1,8,1,1,office hours (10-16),4,Spring,2,0.281,0.18,0.281,33.238,1.189,32.612,No
2018,1,2,2,3,6,30,1,1,1,1,office hours (10-16),6,Summer,5,0.127,0.06,-0.15,10.623,0.133,32.069,No
2018,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),6,Summer,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2018,1,1,1,6,6,30,1,1,1,1,afternoon rush (16-19),9,Autumn,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2018,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),10,Autumn,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2019,1,2,1,7,6,30,1,1,1,1,office hours (10-16),6,Summer,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2019,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2019,1,2,1,7,6,30,1,1,1,1,office hours (10-16),9,Autumn,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2020,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),5,Spring,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2020,1,2,1,3,6,30,1,1,1,1,office hours (10-16),5,Spring,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2020,1,2,1,1,6,30,1,1,1,1,night (23-7),9,Autumn,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2020,1,2,1,5,6,20,1,1,1,1,morning rush (7-10),10,Autumn,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2020,1,2,1,3,6,30,4,1,1,1,evening (19-23),11,Autumn,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2020,1,2,1,1,6,20,1,1,1,1,office hours (10-16),12,Winter,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2017,1,2,1,4,6,30,1,1,1,1,evening (19-23),5,Spring,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2017,1,2,1,1,6,20,1,1,1,1,morning rush (7-10),9,Autumn,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2017,2,2,1,4,6,30,1,2,2,1,morning rush (7-10),11,Autumn,9,0.019,0.013,-0.984,0.915,-0.607,38.531,Yes
2017,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),12,Winter,9,0.019,0.013,-0.984,0.915,-0.607,38.531,No
2018,1,1,1,5,6,20,1,8,9,1,afternoon rush (16-19),6,Summer,5,0.125,0.089,-0.711,8.761,0.364,32.814,No
2019,1,2,2,6,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,5,0.125,0.089,-0.711,8.761,0.364,32.814,No
2019,1,2,1,4,6,30,1,1,1,1,morning rush (7-10),9,Autumn,5,0.125,0.089,-0.711,8.761,0.364,32.814,No
2019,1,2,1,3,6,30,4,1,2,1,evening (19-23),12,Winter,5,0.125,0.089,-0.711,8.761,0.364,32.814,No
2020,1,2,1,4,6,20,1,1,1,1,afternoon rush (16-19),5,Spring,5,0.125,0.089,-0.711,8.761,0.364,32.814,No
2020,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,5,0.125,0.089,-0.711,8.761,0.364,32.814,No
2020,1,2,1,5,2,20,4,2,2,1,evening (19-23),10,Autumn,5,0.125,0.089,-0.711,8.761,0.364,32.814,No
2017,1,2,1,7,6,30,4,1,1,1,evening (19-23),2,Winter,5,0.125,0.089,-0.711,8.761,0.364,32.814,No
2017,2,2,1,5,6,30,1,1,1,1,office hours (10-16),3,Spring,5,0.125,0.089,-0.711,8.761,0.364,32.814,Yes
2017,1,2,1,3,6,30,1,1,1,1,night (23-7),5,Spring,5,0.125,0.089,-0.711,8.761,0.364,32.814,No
2017,1,1,1,2,7,30,1,9,9,1,afternoon rush (16-19),5,Spring,5,0.125,0.089,-0.711,8.761,0.364,32.814,No
2017,1,2,1,1,9,30,1,9,9,1,office hours (10-16),4,Spring,5,0.125,0.089,-0.711,8.761,0.364,32.814,No
2017,1,2,1,5,6,30,1,1,1,1,office hours (10-16),7,Summer,5,0.125,0.089,-0.711,8.761,0.364,32.814,No
2017,2,2,1,5,3,30,1,1,9,1,morning rush (7-10),10,Autumn,5,0.125,0.089,-0.711,8.761,0.364,32.814,Yes
2018,1,2,1,3,6,20,1,1,1,1,afternoon rush (16-19),6,Summer,6,0.093,0.06,-0.097,2.176,0.076,43.559,No
2019,2,2,1,2,6,20,1,1,1,1,office hours (10-16),12,Winter,6,0.093,0.06,-0.097,2.176,0.076,43.559,Yes
2020,1,2,1,6,3,20,5,1,1,1,evening (19-23),5,Spring,6,0.093,0.06,-0.097,2.176,0.076,43.559,No
2020,1,2,1,2,6,30,1,1,1,1,office hours (10-16),8,Summer,6,0.093,0.06,-0.097,2.176,0.076,43.559,No
2017,1,2,1,4,6,30,1,1,1,1,morning rush (7-10),5,Spring,6,0.093,0.06,-0.097,2.176,0.076,43.559,No
2018,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,5,0.075,0.06,-0.333,2.317,1.415,44.105,No
2017,1,2,1,3,2,30,1,1,1,1,morning rush (7-10),10,Autumn,5,0.075,0.06,-0.333,2.317,1.415,44.105,No
2018,2,2,1,3,6,30,7,1,1,1,evening (19-23),6,Summer,2,0.297,0.163,0.05,27.348,0.042,27.367,Yes
2020,1,2,1,2,6,20,1,1,1,1,night (23-7),7,Summer,2,0.297,0.163,0.05,27.348,0.042,27.367,No
2017,1,1,1,6,6,30,4,1,1,1,night (23-7),3,Spring,2,0.297,0.163,0.05,27.348,0.042,27.367,No
2018,1,2,1,4,6,20,1,8,1,1,morning rush (7-10),6,Summer,3,0.241,0.13,0.606,14.199,0.291,41.053,No
2020,2,2,1,5,9,20,1,1,1,1,office hours (10-16),6,Summer,3,0.241,0.13,0.606,14.199,0.291,41.053,Yes
2020,1,2,1,2,6,20,1,1,1,1,afternoon rush (16-19),6,Summer,3,0.241,0.13,0.606,14.199,0.291,41.053,No
2018,2,2,1,4,6,30,1,1,1,1,morning rush (7-10),6,Summer,9,0.055,0.026,-1.826,4.627,0.031,29.925,Yes
2018,1,2,1,3,9,20,1,1,2,1,morning rush (7-10),10,Autumn,9,0.055,0.026,-1.826,4.627,0.031,29.925,No
2019,2,2,1,6,6,30,5,4,1,1,office hours (10-16),3,Spring,9,0.055,0.026,-1.826,4.627,0.031,29.925,Yes
2020,1,2,1,6,2,20,1,1,1,1,evening (19-23),5,Spring,9,0.055,0.026,-1.826,4.627,0.031,29.925,No
2018,2,2,1,4,6,30,1,1,1,1,office hours (10-16),6,Summer,3,0.205,0.122,0.858,11.263,0.34,17.137,Yes
2018,1,2,1,6,1,30,7,1,1,1,afternoon rush (16-19),11,Autumn,3,0.205,0.122,0.858,11.263,0.34,17.137,No
2019,1,2,1,1,2,20,1,2,2,1,night (23-7),3,Spring,3,0.205,0.122,0.858,11.263,0.34,17.137,No
2019,1,1,1,4,6,30,4,1,1,1,night (23-7),9,Autumn,3,0.205,0.122,0.858,11.263,0.34,17.137,No
2019,1,2,1,3,1,30,1,1,1,1,afternoon rush (16-19),8,Summer,3,0.205,0.122,0.858,11.263,0.34,17.137,No
2020,1,2,1,3,7,20,1,1,1,1,office hours (10-16),7,Summer,3,0.205,0.122,0.858,11.263,0.34,17.137,No
2020,1,2,1,5,1,30,1,2,2,1,morning rush (7-10),8,Summer,3,0.205,0.122,0.858,11.263,0.34,17.137,No
2017,1,2,1,7,3,30,1,1,1,1,office hours (10-16),7,Summer,3,0.205,0.122,0.858,11.263,0.34,17.137,No
2018,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,7,0.022,0.011,-2.029,0.139,0.223,55.254,No
2019,2,2,1,1,3,30,4,1,1,1,evening (19-23),1,Winter,7,0.022,0.011,-2.029,0.139,0.223,55.254,Yes
2019,1,2,1,6,6,20,1,1,1,1,night (23-7),2,Winter,7,0.022,0.011,-2.029,0.139,0.223,55.254,No
2019,1,2,1,3,6,30,1,2,2,1,afternoon rush (16-19),4,Spring,7,0.022,0.011,-2.029,0.139,0.223,55.254,No
2019,1,2,1,1,6,30,4,1,1,1,evening (19-23),4,Spring,7,0.022,0.011,-2.029,0.139,0.223,55.254,No
2017,1,2,1,3,6,30,4,1,1,1,afternoon rush (16-19),1,Winter,7,0.022,0.011,-2.029,0.139,0.223,55.254,No
2018,1,2,1,4,1,30,1,1,1,1,evening (19-23),6,Summer,7,0.034,0.038,-1.303,5.447,1.25,10.607,No
2018,2,2,1,7,3,30,1,1,1,1,office hours (10-16),6,Summer,2,0.195,0.117,0.5,14.175,0.99,22.362,Yes
2019,1,2,1,2,6,30,1,1,1,1,morning rush (7-10),2,Winter,2,0.195,0.117,0.5,14.175,0.99,22.362,No
2020,1,2,1,4,1,30,4,1,1,1,night (23-7),1,Winter,2,0.195,0.117,0.5,14.175,0.99,22.362,No
2020,1,2,1,1,6,30,1,1,1,1,evening (19-23),7,Summer,2,0.195,0.117,0.5,14.175,0.99,22.362,No
2020,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),9,Autumn,2,0.195,0.117,0.5,14.175,0.99,22.362,No
2018,1,2,1,6,3,30,1,1,1,1,morning rush (7-10),6,Summer,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2018,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),9,Autumn,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2018,1,2,1,5,6,20,4,1,1,1,afternoon rush (16-19),11,Autumn,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2019,1,2,1,2,6,40,1,9,1,1,afternoon rush (16-19),3,Spring,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2019,1,2,1,7,6,30,1,1,1,1,afternoon rush (16-19),3,Spring,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2019,1,2,1,2,6,30,1,2,2,1,morning rush (7-10),6,Summer,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2019,1,2,1,3,6,30,1,2,2,1,afternoon rush (16-19),6,Summer,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2019,1,2,1,4,9,20,1,1,1,1,morning rush (7-10),6,Summer,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2019,1,2,1,2,9,20,7,9,9,1,office hours (10-16),9,Autumn,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2020,1,2,1,4,3,20,4,1,1,1,afternoon rush (16-19),3,Spring,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2020,1,2,1,3,6,30,1,1,1,1,office hours (10-16),9,Autumn,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2020,1,2,1,7,6,20,5,1,1,1,morning rush (7-10),9,Autumn,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2020,1,2,1,6,3,30,1,1,1,1,morning rush (7-10),10,Autumn,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2020,1,2,1,6,6,30,1,1,1,1,office hours (10-16),11,Autumn,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
