accident_year,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,road_type,speed_limit,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,daytime,month,season,IMD_Decile,IncScore,EmpScore,HDDScore,EduScore,CriScore,EnvScore,is_grave_accident
2017,1,2,1,7,6,30,4,1,1,1,evening (19-23),1,Winter,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2017,2,2,1,2,6,30,1,1,1,1,afternoon rush (16-19),9,Autumn,5,0.126,0.103,-0.695,2.699,-0.018,52.05,Yes
2017,1,2,1,3,2,30,1,8,1,1,morning rush (7-10),11,Autumn,5,0.126,0.103,-0.695,2.699,-0.018,52.05,No
2018,1,2,1,4,1,30,4,1,1,1,evening (19-23),6,Summer,8,0.063,0.069,-1.669,0.467,-0.219,25.698,No
2018,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,3,0.202,0.138,0.336,4.724,0.6,52.484,No
2018,1,2,1,2,2,30,1,1,1,1,morning rush (7-10),10,Autumn,3,0.202,0.138,0.336,4.724,0.6,52.484,No
2018,1,2,1,1,6,30,1,1,1,1,morning rush (7-10),11,Autumn,3,0.202,0.138,0.336,4.724,0.6,52.484,No
2019,1,2,1,6,6,30,4,3,2,1,office hours (10-16),2,Winter,3,0.202,0.138,0.336,4.724,0.6,52.484,No
2019,1,2,1,3,6,20,1,1,1,1,afternoon rush (16-19),5,Spring,3,0.202,0.138,0.336,4.724,0.6,52.484,No
2019,2,2,5,5,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,3,0.202,0.138,0.336,4.724,0.6,52.484,Yes
2019,1,2,1,5,6,20,7,2,2,1,afternoon rush (16-19),11,Autumn,3,0.202,0.138,0.336,4.724,0.6,52.484,No
2020,1,2,1,7,6,20,1,1,1,1,office hours (10-16),5,Spring,3,0.202,0.138,0.336,4.724,0.6,52.484,No
2020,1,2,1,1,6,20,1,1,1,1,office hours (10-16),6,Summer,3,0.202,0.138,0.336,4.724,0.6,52.484,No
2020,1,2,1,2,2,30,1,1,1,1,afternoon rush (16-19),8,Summer,3,0.202,0.138,0.336,4.724,0.6,52.484,No
2020,2,3,2,1,6,20,1,1,1,1,afternoon rush (16-19),8,Summer,3,0.202,0.138,0.336,4.724,0.6,52.484,Yes
2020,1,2,1,4,6,20,1,2,1,1,afternoon rush (16-19),9,Autumn,3,0.202,0.138,0.336,4.724,0.6,52.484,No
2020,1,2,1,5,7,20,7,1,2,1,afternoon rush (16-19),12,Winter,3,0.202,0.138,0.336,4.724,0.6,52.484,No
2017,1,2,1,3,3,30,1,2,2,1,morning rush (7-10),6,Summer,3,0.202,0.138,0.336,4.724,0.6,52.484,No
2018,1,2,1,5,6,20,1,1,1,1,morning rush (7-10),6,Summer,3,0.202,0.115,0.949,19.938,0.599,23.803,No
2018,1,2,1,1,7,30,1,8,1,1,morning rush (7-10),9,Autumn,3,0.202,0.115,0.949,19.938,0.599,23.803,No
2017,1,2,1,3,6,20,1,1,2,1,morning rush (7-10),10,Autumn,3,0.202,0.115,0.949,19.938,0.599,23.803,No
2018,1,2,1,4,9,30,1,1,1,1,afternoon rush (16-19),6,Summer,5,0.12,0.069,-0.688,9.3,0.67,33.173,No
2019,1,2,1,2,3,40,1,1,1,1,afternoon rush (16-19),8,Summer,5,0.12,0.069,-0.688,9.3,0.67,33.173,No
2018,1,2,1,5,2,30,1,1,1,1,office hours (10-16),6,Summer,4,0.114,0.078,-0.569,17.525,0.782,39.387,No
2018,1,2,1,5,6,30,1,1,1,1,morning rush (7-10),6,Summer,4,0.114,0.078,-0.569,17.525,0.782,39.387,No
2019,1,2,1,6,6,20,1,1,1,1,office hours (10-16),2,Winter,4,0.114,0.078,-0.569,17.525,0.782,39.387,No
2019,1,2,1,5,6,30,1,1,1,1,morning rush (7-10),2,Winter,4,0.114,0.078,-0.569,17.525,0.782,39.387,No
2020,1,2,1,5,7,30,1,1,1,1,office hours (10-16),8,Summer,4,0.114,0.078,-0.569,17.525,0.782,39.387,No
2017,1,2,1,7,6,30,1,8,4,1,morning rush (7-10),1,Winter,4,0.114,0.078,-0.569,17.525,0.782,39.387,No
2017,1,1,1,7,6,30,1,8,1,1,office hours (10-16),12,Winter,4,0.114,0.078,-0.569,17.525,0.782,39.387,No
2018,2,2,1,5,6,30,1,1,1,1,morning rush (7-10),6,Summer,6,0.062,0.053,-0.105,8.346,-0.07,37.921,Yes
2018,1,2,1,6,6,30,4,1,1,1,afternoon rush (16-19),10,Autumn,6,0.062,0.053,-0.105,8.346,-0.07,37.921,No
2019,1,2,1,5,6,30,1,1,1,1,morning rush (7-10),6,Summer,6,0.062,0.053,-0.105,8.346,-0.07,37.921,No
2019,1,2,1,3,9,30,1,8,9,1,office hours (10-16),8,Summer,6,0.062,0.053,-0.105,8.346,-0.07,37.921,No
2017,1,2,1,2,6,30,1,9,9,1,morning rush (7-10),8,Summer,6,0.062,0.053,-0.105,8.346,-0.07,37.921,No
2018,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,7,0.093,0.085,-0.663,3.588,0.137,22.761,No
2018,1,1,1,2,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,7,0.093,0.085,-0.663,3.588,0.137,22.761,No
2020,1,2,1,2,6,20,1,1,2,1,afternoon rush (16-19),2,Winter,7,0.093,0.085,-0.663,3.588,0.137,22.761,No
2020,1,2,1,2,1,20,1,1,1,1,office hours (10-16),10,Autumn,7,0.093,0.085,-0.663,3.588,0.137,22.761,No
2018,2,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,3,0.262,0.149,0.143,29.427,0.134,24.476,Yes
2018,2,2,1,5,3,20,1,1,1,1,afternoon rush (16-19),6,Summer,2,0.171,0.143,0.348,26.212,0.602,35.766,Yes
2018,2,2,1,2,3,30,1,1,1,1,office hours (10-16),10,Autumn,2,0.171,0.143,0.348,26.212,0.602,35.766,Yes
2018,1,1,1,1,9,30,4,9,9,1,afternoon rush (16-19),11,Autumn,2,0.171,0.143,0.348,26.212,0.602,35.766,No
2019,1,2,1,2,6,30,1,4,1,1,morning rush (7-10),12,Winter,2,0.171,0.143,0.348,26.212,0.602,35.766,No
2020,2,2,1,1,1,30,1,1,1,1,office hours (10-16),1,Winter,2,0.171,0.143,0.348,26.212,0.602,35.766,Yes
2020,2,2,1,2,1,20,4,2,2,1,afternoon rush (16-19),1,Winter,2,0.171,0.143,0.348,26.212,0.602,35.766,Yes
2020,1,2,1,2,1,30,1,1,2,1,afternoon rush (16-19),2,Winter,2,0.171,0.143,0.348,26.212,0.602,35.766,No
2017,2,2,1,2,6,30,4,1,1,1,night (23-7),3,Spring,2,0.171,0.143,0.348,26.212,0.602,35.766,Yes
2017,1,2,1,3,6,30,1,1,1,1,evening (19-23),8,Summer,2,0.171,0.143,0.348,26.212,0.602,35.766,No
2017,1,2,1,2,1,30,7,2,2,1,night (23-7),11,Autumn,2,0.171,0.143,0.348,26.212,0.602,35.766,No
2017,2,2,1,4,6,30,4,1,1,1,afternoon rush (16-19),11,Autumn,2,0.171,0.143,0.348,26.212,0.602,35.766,Yes
2018,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,2,0.275,0.167,0.636,27.219,0.786,26.265,No
2019,1,2,1,7,6,30,6,2,2,1,evening (19-23),5,Spring,2,0.275,0.167,0.636,27.219,0.786,26.265,No
2017,1,2,1,1,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,2,0.275,0.167,0.636,27.219,0.786,26.265,No
2018,1,2,1,5,6,30,4,1,1,1,night (23-7),6,Summer,5,0.123,0.078,-0.568,3.378,-0.196,43.327,No
2018,2,2,1,2,6,30,4,1,1,1,afternoon rush (16-19),11,Autumn,5,0.123,0.078,-0.568,3.378,-0.196,43.327,Yes
2018,1,2,1,5,6,30,1,1,2,1,morning rush (7-10),12,Winter,5,0.123,0.078,-0.568,3.378,-0.196,43.327,No
2019,2,2,1,6,6,20,1,1,1,1,office hours (10-16),10,Autumn,5,0.123,0.078,-0.568,3.378,-0.196,43.327,Yes
2020,2,2,1,1,9,30,1,1,1,1,afternoon rush (16-19),5,Spring,5,0.123,0.078,-0.568,3.378,-0.196,43.327,Yes
2020,1,2,1,6,6,20,4,2,2,1,afternoon rush (16-19),10,Autumn,5,0.123,0.078,-0.568,3.378,-0.196,43.327,No
2020,1,2,1,6,6,20,4,1,1,1,afternoon rush (16-19),12,Winter,5,0.123,0.078,-0.568,3.378,-0.196,43.327,No
2017,1,2,1,3,3,30,1,1,1,1,evening (19-23),3,Spring,5,0.123,0.078,-0.568,3.378,-0.196,43.327,No
2017,1,2,1,5,6,30,1,1,1,1,evening (19-23),4,Spring,5,0.123,0.078,-0.568,3.378,-0.196,43.327,No
2017,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,5,0.123,0.078,-0.568,3.378,-0.196,43.327,No
2017,1,2,1,5,6,30,1,1,1,1,evening (19-23),8,Summer,5,0.123,0.078,-0.568,3.378,-0.196,43.327,No
2017,1,1,1,6,6,20,4,1,1,1,night (23-7),11,Autumn,5,0.123,0.078,-0.568,3.378,-0.196,43.327,No
2018,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),6,Summer,7,0.079,0.056,-0.473,14.319,0.279,19.457,No
2018,1,2,1,6,6,30,1,1,1,1,night (23-7),6,Summer,6,0.108,0.052,-0.84,8,-0.082,39.184,No
2018,1,2,1,7,3,30,1,1,1,1,afternoon rush (16-19),10,Autumn,6,0.108,0.052,-0.84,8,-0.082,39.184,No
2020,1,2,1,7,2,30,1,1,1,1,afternoon rush (16-19),5,Spring,6,0.108,0.052,-0.84,8,-0.082,39.184,No
2020,1,2,1,5,6,20,1,1,1,1,night (23-7),6,Summer,6,0.108,0.052,-0.84,8,-0.082,39.184,No
2017,1,2,1,3,3,30,4,1,1,1,afternoon rush (16-19),1,Winter,6,0.108,0.052,-0.84,8,-0.082,39.184,No
2018,1,2,1,6,6,20,1,1,1,1,office hours (10-16),6,Summer,9,0.05,0.044,-1.571,3.367,-0.298,29.592,No
2018,1,2,1,2,6,20,1,1,1,1,afternoon rush (16-19),9,Autumn,9,0.05,0.044,-1.571,3.367,-0.298,29.592,No
2018,1,2,1,6,6,20,1,1,1,1,evening (19-23),6,Summer,3,0.216,0.156,0.41,8.673,0.713,30.743,No
2020,2,2,1,3,6,20,1,1,1,1,morning rush (7-10),2,Winter,3,0.216,0.156,0.41,8.673,0.713,30.743,Yes
2020,1,2,1,2,6,30,1,1,1,1,office hours (10-16),9,Autumn,3,0.216,0.156,0.41,8.673,0.713,30.743,No
2020,1,2,1,7,6,30,1,1,1,1,office hours (10-16),12,Winter,3,0.216,0.156,0.41,8.673,0.713,30.743,No
2018,1,2,1,6,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,6,0.113,0.064,-0.162,13.651,-0.061,23.158,No
2018,1,2,1,6,9,20,1,1,1,1,night (23-7),6,Summer,5,0.133,0.096,-0.062,7.803,0.124,31.092,No
2018,2,2,1,7,3,30,1,1,1,1,office hours (10-16),11,Autumn,5,0.133,0.096,-0.062,7.803,0.124,31.092,Yes
2020,1,2,1,7,6,20,1,1,1,1,morning rush (7-10),6,Summer,5,0.133,0.096,-0.062,7.803,0.124,31.092,No
2020,1,2,1,7,6,20,1,1,1,1,office hours (10-16),9,Autumn,5,0.133,0.096,-0.062,7.803,0.124,31.092,No
2017,1,2,1,4,6,20,1,1,1,1,morning rush (7-10),1,Winter,5,0.133,0.096,-0.062,7.803,0.124,31.092,No
2017,2,2,1,4,6,30,4,1,1,1,afternoon rush (16-19),2,Winter,5,0.133,0.096,-0.062,7.803,0.124,31.092,Yes
2017,1,2,1,2,6,30,5,1,9,1,afternoon rush (16-19),3,Spring,5,0.133,0.096,-0.062,7.803,0.124,31.092,No
2018,1,2,1,6,1,30,1,1,1,1,night (23-7),6,Summer,5,0.118,0.084,-0.266,16.778,0.088,15.422,No
2017,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,5,0.118,0.084,-0.266,16.778,0.088,15.422,No
2018,1,2,1,7,6,20,1,1,1,1,morning rush (7-10),6,Summer,9,0.034,0.048,-0.964,2.573,-0.575,14.207,No
2018,1,2,1,7,7,30,1,1,1,1,office hours (10-16),10,Autumn,9,0.034,0.048,-0.964,2.573,-0.575,14.207,No
2017,2,2,1,1,1,30,1,1,1,1,evening (19-23),4,Spring,9,0.034,0.048,-0.964,2.573,-0.575,14.207,Yes
2018,1,2,1,7,6,30,1,1,1,1,office hours (10-16),6,Summer,7,0.081,0.052,-0.578,12.493,0.418,16.156,No
2019,1,2,1,3,6,30,1,9,9,1,morning rush (7-10),3,Spring,7,0.081,0.052,-0.578,12.493,0.418,16.156,No
2020,1,1,1,2,6,30,1,1,1,1,office hours (10-16),6,Summer,7,0.081,0.052,-0.578,12.493,0.418,16.156,No
2017,1,2,1,1,3,50,1,1,1,2,office hours (10-16),9,Autumn,7,0.081,0.052,-0.578,12.493,0.418,16.156,No
2018,1,2,2,7,6,20,1,1,1,1,office hours (10-16),6,Summer,6,0.084,0.061,-0.665,3.353,0.081,43.816,No
2018,1,1,1,5,6,30,7,1,1,1,afternoon rush (16-19),11,Autumn,6,0.084,0.061,-0.665,3.353,0.081,43.816,No
2017,1,2,1,3,9,20,1,9,9,1,morning rush (7-10),3,Spring,6,0.084,0.061,-0.665,3.353,0.081,43.816,No
2018,1,2,1,7,6,30,1,1,1,1,office hours (10-16),6,Summer,2,0.216,0.13,0.874,6.987,0.678,42.422,No
2018,1,2,1,1,6,20,1,1,1,1,office hours (10-16),7,Summer,2,0.216,0.13,0.874,6.987,0.678,42.422,No
2018,2,2,1,6,6,20,4,1,1,1,evening (19-23),12,Winter,2,0.216,0.13,0.874,6.987,0.678,42.422,Yes
2019,1,2,1,1,6,20,1,1,1,1,morning rush (7-10),6,Summer,2,0.216,0.13,0.874,6.987,0.678,42.422,No
2019,1,2,1,2,6,30,1,2,2,1,morning rush (7-10),6,Summer,2,0.216,0.13,0.874,6.987,0.678,42.422,No
2019,1,2,1,5,2,20,1,1,1,1,evening (19-23),7,Summer,2,0.216,0.13,0.874,6.987,0.678,42.422,No
2019,2,2,1,4,3,30,4,1,1,1,evening (19-23),7,Summer,2,0.216,0.13,0.874,6.987,0.678,42.422,Yes
2019,1,2,1,5,6,30,1,1,2,1,morning rush (7-10),11,Autumn,2,0.216,0.13,0.874,6.987,0.678,42.422,No
2020,1,2,1,6,6,30,4,1,1,1,evening (19-23),4,Spring,2,0.216,0.13,0.874,6.987,0.678,42.422,No
2020,2,2,1,6,6,30,1,1,1,1,office hours (10-16),4,Spring,2,0.216,0.13,0.874,6.987,0.678,42.422,Yes
2020,1,2,1,1,6,30,1,8,1,1,office hours (10-16),6,Summer,2,0.216,0.13,0.874,6.987,0.678,42.422,No
2020,1,2,1,1,6,30,1,1,1,1,evening (19-23),9,Autumn,2,0.216,0.13,0.874,6.987,0.678,42.422,No
2018,1,2,1,7,6,30,1,1,1,1,office hours (10-16),6,Summer,2,0.205,0.114,0.395,9.587,1.131,35.623,No
2018,1,2,1,4,6,20,4,1,1,1,night (23-7),9,Autumn,2,0.205,0.114,0.395,9.587,1.131,35.623,No
2020,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,2,0.205,0.114,0.395,9.587,1.131,35.623,No
2020,1,2,1,1,6,20,1,8,1,1,evening (19-23),7,Summer,2,0.205,0.114,0.395,9.587,1.131,35.623,No
2018,1,2,1,7,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,2,0.192,0.111,0.621,16.855,1.753,40.318,No
2018,1,2,1,5,6,30,4,2,2,1,night (23-7),11,Autumn,2,0.192,0.111,0.621,16.855,1.753,40.318,No
2019,1,2,1,7,3,30,1,1,1,1,evening (19-23),1,Winter,2,0.192,0.111,0.621,16.855,1.753,40.318,No
2019,1,1,1,2,3,30,7,1,9,1,afternoon rush (16-19),3,Spring,2,0.192,0.111,0.621,16.855,1.753,40.318,No
2020,1,2,1,1,6,20,1,1,1,1,office hours (10-16),7,Summer,2,0.192,0.111,0.621,16.855,1.753,40.318,No
2020,1,2,1,7,6,30,1,1,1,1,office hours (10-16),11,Autumn,2,0.192,0.111,0.621,16.855,1.753,40.318,No
2018,1,2,1,3,6,30,1,1,1,1,night (23-7),6,Summer,2,0.26,0.159,0.511,29.261,0.058,24.47,No
2020,1,2,1,6,1,20,4,9,1,1,evening (19-23),10,Autumn,2,0.26,0.159,0.511,29.261,0.058,24.47,No
2020,1,2,1,6,1,30,7,4,1,1,morning rush (7-10),12,Winter,2,0.26,0.159,0.511,29.261,0.058,24.47,No
2018,1,2,1,7,6,30,1,1,1,1,office hours (10-16),6,Summer,2,0.232,0.124,-0.177,34.107,1.219,48.817,No
2018,1,1,1,6,3,30,1,1,1,1,office hours (10-16),7,Summer,2,0.232,0.124,-0.177,34.107,1.219,48.817,No
2018,2,2,1,7,1,30,1,1,1,1,evening (19-23),6,Summer,6,0.084,0.083,-0.279,7.079,0.288,39.368,Yes
2018,1,2,1,2,6,30,1,1,1,1,morning rush (7-10),9,Autumn,6,0.084,0.083,-0.279,7.079,0.288,39.368,No
2019,1,2,1,4,1,20,1,1,1,1,office hours (10-16),4,Spring,6,0.084,0.083,-0.279,7.079,0.288,39.368,No
2020,1,2,1,5,6,20,1,1,1,1,office hours (10-16),6,Summer,6,0.084,0.083,-0.279,7.079,0.288,39.368,No
2017,2,2,1,4,6,20,1,1,1,1,office hours (10-16),10,Autumn,6,0.084,0.083,-0.279,7.079,0.288,39.368,Yes
2018,2,2,1,1,3,30,1,1,1,2,office hours (10-16),7,Summer,7,0.062,0.046,-0.727,12.086,-0.302,21.92,Yes
2020,1,2,1,7,1,30,4,1,1,1,evening (19-23),8,Summer,7,0.062,0.046,-0.727,12.086,-0.302,21.92,No
2017,1,2,1,4,1,30,1,6,2,1,office hours (10-16),12,Winter,7,0.062,0.046,-0.727,12.086,-0.302,21.92,No
2018,2,2,1,5,6,20,1,1,1,1,evening (19-23),6,Summer,3,0.177,0.108,-0.039,28.597,0.337,28.11,Yes
2018,1,2,1,6,6,30,1,1,1,1,night (23-7),8,Summer,3,0.177,0.108,-0.039,28.597,0.337,28.11,No
2020,1,2,1,4,6,30,1,1,1,1,office hours (10-16),1,Winter,3,0.177,0.108,-0.039,28.597,0.337,28.11,No
2020,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,3,0.177,0.108,-0.039,28.597,0.337,28.11,No
2020,1,2,1,2,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,3,0.177,0.108,-0.039,28.597,0.337,28.11,No
2020,1,2,1,2,6,30,1,1,1,1,evening (19-23),9,Autumn,3,0.177,0.108,-0.039,28.597,0.337,28.11,No
2020,1,3,1,6,6,30,1,1,1,1,office hours (10-16),9,Autumn,3,0.177,0.108,-0.039,28.597,0.337,28.11,No
2017,1,2,1,6,6,30,4,2,2,1,night (23-7),12,Winter,3,0.177,0.108,-0.039,28.597,0.337,28.11,No
2018,1,2,1,7,6,30,1,1,1,1,afternoon rush (16-19),5,Spring,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2018,2,2,1,4,3,20,1,1,1,1,morning rush (7-10),2,Winter,3,0.211,0.136,-0.121,22.26,-1.317,28.979,Yes
2018,1,2,1,5,6,20,1,1,1,1,morning rush (7-10),4,Spring,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2018,2,2,2,4,6,20,1,1,1,1,afternoon rush (16-19),8,Summer,3,0.211,0.136,-0.121,22.26,-1.317,28.979,Yes
2018,1,1,2,5,6,20,4,1,1,1,evening (19-23),8,Summer,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2018,1,2,1,3,6,20,1,1,1,1,morning rush (7-10),10,Autumn,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2018,1,1,1,2,6,30,1,1,1,1,morning rush (7-10),10,Autumn,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2018,2,2,1,7,3,20,4,1,1,1,night (23-7),12,Winter,3,0.211,0.136,-0.121,22.26,-1.317,28.979,Yes
2019,2,2,1,4,3,30,1,1,1,1,office hours (10-16),8,Summer,3,0.211,0.136,-0.121,22.26,-1.317,28.979,Yes
2019,2,2,1,7,2,30,4,1,1,1,evening (19-23),9,Autumn,3,0.211,0.136,-0.121,22.26,-1.317,28.979,Yes
2019,1,2,1,2,3,20,1,1,1,1,afternoon rush (16-19),2,Winter,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2019,1,2,1,2,6,20,1,1,1,1,morning rush (7-10),4,Spring,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2019,1,2,1,3,6,20,1,1,1,1,office hours (10-16),7,Summer,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2019,1,2,1,7,3,20,1,1,1,1,morning rush (7-10),9,Autumn,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2019,1,2,1,1,6,20,4,1,1,1,night (23-7),9,Autumn,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2020,2,2,1,4,6,20,4,2,2,1,afternoon rush (16-19),3,Spring,3,0.211,0.136,-0.121,22.26,-1.317,28.979,Yes
2020,1,2,1,1,6,20,1,4,1,1,office hours (10-16),9,Autumn,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2017,1,2,1,4,2,30,1,1,1,1,evening (19-23),7,Summer,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2017,1,2,1,2,6,20,1,1,1,1,afternoon rush (16-19),7,Summer,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2017,1,2,1,5,6,20,1,1,1,1,morning rush (7-10),9,Autumn,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2017,1,2,1,4,6,20,1,1,1,1,morning rush (7-10),8,Summer,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2017,1,2,1,7,2,20,1,1,1,1,office hours (10-16),10,Autumn,3,0.211,0.136,-0.121,22.26,-1.317,28.979,No
2018,1,2,1,2,9,30,1,9,9,1,afternoon rush (16-19),6,Summer,7,0.06,0.059,-0.702,6.217,0.244,32.973,No
2018,1,2,1,2,6,20,1,1,1,1,morning rush (7-10),7,Summer,8,0.03,0.015,-0.92,1.213,0.358,45.217,No
2019,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),5,Spring,8,0.03,0.015,-0.92,1.213,0.358,45.217,No
2020,1,2,1,7,6,20,1,1,1,1,evening (19-23),6,Summer,8,0.03,0.015,-0.92,1.213,0.358,45.217,No
2018,1,2,1,2,6,20,1,1,1,1,morning rush (7-10),7,Summer,2,0.224,0.128,1.239,31.04,0.675,32.97,No
2018,2,2,1,1,6,20,4,1,1,1,evening (19-23),10,Autumn,2,0.224,0.128,1.239,31.04,0.675,32.97,Yes
2020,1,2,1,1,3,20,1,1,1,1,office hours (10-16),8,Summer,2,0.224,0.128,1.239,31.04,0.675,32.97,No
2020,1,2,1,2,2,20,1,1,1,1,morning rush (7-10),10,Autumn,2,0.224,0.128,1.239,31.04,0.675,32.97,No
2017,1,2,1,3,6,20,4,1,1,1,evening (19-23),7,Summer,2,0.224,0.128,1.239,31.04,0.675,32.97,No
2018,1,2,1,2,3,30,1,1,1,1,morning rush (7-10),7,Summer,7,0.094,0.046,-1.449,1.708,0.331,27.123,No
2020,2,2,1,7,3,30,1,1,1,1,evening (19-23),6,Summer,7,0.094,0.046,-1.449,1.708,0.331,27.123,Yes
2020,1,2,1,2,7,30,1,2,2,1,office hours (10-16),12,Winter,7,0.094,0.046,-1.449,1.708,0.331,27.123,No
2017,1,2,1,6,6,30,1,1,1,1,office hours (10-16),6,Summer,7,0.094,0.046,-1.449,1.708,0.331,27.123,No
2018,1,2,1,2,3,40,1,1,1,1,night (23-7),7,Summer,5,0.129,0.075,-0.783,16.777,-0.277,33.417,No
2018,1,2,1,2,6,30,1,1,1,1,office hours (10-16),7,Summer,9,0.046,0.036,-1.413,1.477,0.52,19.701,No
2020,1,3,2,6,1,30,1,1,1,1,afternoon rush (16-19),6,Summer,9,0.046,0.036,-1.413,1.477,0.52,19.701,No
2018,1,2,1,1,9,20,1,1,1,1,office hours (10-16),7,Summer,5,0.101,0.069,-0.205,5.808,1.389,36.312,No
2019,1,2,1,7,2,20,1,1,1,1,office hours (10-16),2,Winter,5,0.101,0.069,-0.205,5.808,1.389,36.312,No
2019,1,2,1,5,6,20,1,1,1,1,afternoon rush (16-19),8,Summer,5,0.101,0.069,-0.205,5.808,1.389,36.312,No
2020,1,2,1,5,1,20,1,1,1,1,office hours (10-16),7,Summer,5,0.101,0.069,-0.205,5.808,1.389,36.312,No
2020,1,2,1,3,6,20,1,1,1,1,office hours (10-16),12,Winter,5,0.101,0.069,-0.205,5.808,1.389,36.312,No
2017,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),3,Spring,5,0.101,0.069,-0.205,5.808,1.389,36.312,No
2017,1,2,1,5,6,30,1,1,1,1,morning rush (7-10),12,Winter,5,0.101,0.069,-0.205,5.808,1.389,36.312,No
2018,1,2,1,1,9,20,1,1,1,1,afternoon rush (16-19),7,Summer,4,0.181,0.107,-0.218,11.16,0.737,24.35,No
2019,1,3,1,4,6,20,4,2,2,1,afternoon rush (16-19),11,Autumn,4,0.181,0.107,-0.218,11.16,0.737,24.35,No
2020,2,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),10,Autumn,4,0.181,0.107,-0.218,11.16,0.737,24.35,Yes
2020,2,2,1,2,6,20,4,1,2,1,evening (19-23),10,Autumn,4,0.181,0.107,-0.218,11.16,0.737,24.35,Yes
2018,1,2,1,2,2,20,1,1,1,1,morning rush (7-10),7,Summer,4,0.116,0.088,-0.443,8.587,1.591,43.69,No
2018,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),9,Autumn,4,0.116,0.088,-0.443,8.587,1.591,43.69,No
2018,1,1,2,6,6,20,1,1,1,1,office hours (10-16),11,Autumn,4,0.116,0.088,-0.443,8.587,1.591,43.69,No
2018,1,2,1,7,6,30,1,1,1,1,office hours (10-16),12,Winter,4,0.116,0.088,-0.443,8.587,1.591,43.69,No
2019,1,2,1,7,6,30,4,2,2,1,afternoon rush (16-19),3,Spring,4,0.116,0.088,-0.443,8.587,1.591,43.69,No
2019,1,2,1,1,6,30,1,1,1,1,office hours (10-16),3,Spring,4,0.116,0.088,-0.443,8.587,1.591,43.69,No
2019,1,2,1,3,2,30,1,1,1,1,office hours (10-16),6,Summer,4,0.116,0.088,-0.443,8.587,1.591,43.69,No
2019,2,2,1,3,9,30,1,1,1,1,afternoon rush (16-19),7,Summer,4,0.116,0.088,-0.443,8.587,1.591,43.69,Yes
2019,2,2,1,6,3,30,4,1,1,1,evening (19-23),8,Summer,4,0.116,0.088,-0.443,8.587,1.591,43.69,Yes
2019,1,2,1,3,6,20,1,1,1,1,office hours (10-16),9,Autumn,4,0.116,0.088,-0.443,8.587,1.591,43.69,No
2019,1,2,1,4,6,20,1,1,1,1,afternoon rush (16-19),10,Autumn,4,0.116,0.088,-0.443,8.587,1.591,43.69,No
2020,2,1,1,6,9,20,7,9,9,1,evening (19-23),1,Winter,4,0.116,0.088,-0.443,8.587,1.591,43.69,Yes
2020,1,2,1,1,6,30,1,1,1,1,office hours (10-16),4,Spring,4,0.116,0.088,-0.443,8.587,1.591,43.69,No
2020,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),6,Summer,4,0.116,0.088,-0.443,8.587,1.591,43.69,No
2020,2,2,1,2,6,30,1,1,1,1,evening (19-23),7,Summer,4,0.116,0.088,-0.443,8.587,1.591,43.69,Yes
2020,1,2,1,4,6,20,1,2,1,1,office hours (10-16),9,Autumn,4,0.116,0.088,-0.443,8.587,1.591,43.69,No
